LOB,CoverageCode,CoverageName,VariableCode,VariableName
CA7Line,CA7DealersDriveAwayCollision,Dealers Driveaway Collision,CA7Ded,Deductibe
CA7Line,CA7DealersDriveAwayCollision,Dealers Driveaway Collision,CA7Number,Per Car Per Trip Number
CA7Line,CA7DealersDriveAwayCollision,Dealers Driveaway Collision,CA7CollisionCovType15,Collision Coverage Type
CA7Line,CA7EmployeesAsInsureds_Ext,Employees as Insureds,CA7Limit14_Ext,Limit
CA7Line,CA7NonOwnedAutoLiabPremiumToReachMinNOA,Non Owned Auto Liability Premium To Reach Minimum,NA,NA
CA7Line,CA7SDAutoDeathBenefitsPPT,Private Passenger Auto Death Benefits And Disability Coverages Detail Death Benefits,CA7DeathBenefitsLimitOfInsPrincipalSumPerInsured,A. Death Benefits Limit Of Insurance Principal Sum Per Insured
CA7Line,CA7GaragePersonalInjuryProtectionEndorsementPIPGRD,Garage Personal Injury Protection Endorsement PIP,CA7LimitOfCompensation1,Limit Of Compensation
CA7Line,CA7GaragePersonalInjuryProtectionEndorsementPIPGRD,Garage Personal Injury Protection Endorsement PIP,CA7PIPAppliesToYouAndOrFamilyMembers,Personal Injury Protection Coverage Deductible Applies To:
CA7Line,CA7GaragePersonalInjuryProtectionEndorsementPIPGRD,Garage Personal Injury Protection Endorsement PIP,CA7PersonalInjuryProtectionForBI,"Personal Injury Protection For Bodily Injury"""""
CA7Line,CA7GaragePersonalInjuryProtectionEndorsementPIPGRD,Garage Personal Injury Protection Endorsement PIP,CA7Ded24,Personal Injury Protection coverage Deductible
CA7Line,CA7GaragePersonalInjuryProtectionEndorsementPIPGRD,Garage Personal Injury Protection Endorsement PIP,CA7NamedInsuredAndFamilyMembers,Personal Injury Protection Coverage Deductible Applies To:
CA7Line,CA7GaragePersonalInjuryProtectionEndorsementPIPGRD,Garage Personal Injury Protection Endorsement PIP,CA7LimitOfIns5,Limit Of Insurance (Each Insured)
CA7Line,CA7AddntlInsdNtLsrTTT_Ext,Additional Insured (Not Lessor),NA,NA
CA7Line,CA7SpecialTypesEmplHiredAutosSPV,Employee Hired Autos,NA,NA
CA7Line,CA7CovrdAutoDesignationSymbol1,Covered Auto Designation Symbol,CA7Symbol10,Symbol 10
CA7Line,CA7CovrdAutoDesignationSymbol1,Covered Auto Designation Symbol,CA7Symbol32,Symbol 32
CA7Line,CA7CovrdAutoDesignationSymbol1,Covered Auto Designation Symbol,CA7DescriptionOfCovrdAutoDesignationSymbol73,Description Of Covered Auto Designation Symbol 73
CA7Line,CA7CovrdAutoDesignationSymbol1,Covered Auto Designation Symbol,CA7DescriptionOfCovrdAutoDesignationSymbol72,Description Of Covered Auto Designation Symbol 72
CA7Line,CA7CovrdAutoDesignationSymbol1,Covered Auto Designation Symbol,CA7Symbol73,Symbol 73
CA7Line,CA7CovrdAutoDesignationSymbol1,Covered Auto Designation Symbol,CA7Symbol72,Symbol 72
CA7Line,CA7CovrdAutoDesignationSymbol1,Covered Auto Designation Symbol,CA7DescriptionOfCovrdAutoDesignationSymbol10,Description Of Covered Auto Designation Symbol 10
CA7Line,CA7CovrdAutoDesignationSymbol1,Covered Auto Designation Symbol,CA7DescriptionOfCovrdAutoDesignationSymbol32,Description Of Covered Auto Designation Symbol 32
CA7Line,CA7PrivatePassengerReplacementCostCovPrivatePasPPT,Replacement Cost Coverage - Private Passenger Types,NA,NA
CA7Line,CA7VehiclePIPSPV,Special Types Personal Injury Protection,CA7MedicalExpenseBenefits9,Medical Expense Benefits Limit
CA7Line,CA7VehiclePIPSPV,Special Types Personal Injury Protection,CA7MedExpAsSecondary3,Medical Expense Benefits-As-Secondary Option
CA7Line,CA7VehiclePIPSPV,Special Types Personal Injury Protection,CA7Ded55,Deductible
CA7Line,CA7VehiclePIPSPV,Special Types Personal Injury Protection,CA7PersonalInjuryProtection4,Personal Injury Protection Coverage
CA7Line,CA7VehiclePIPSPV,Special Types Personal Injury Protection,CA7FuneralExpenseBenefits9,Funeral Expense Benefits Limit
CA7Line,CA7VehiclePIPSPV,Special Types Personal Injury Protection,CA7PrincipalOperQualifiedNameInsrdHadWorkLossBene3,Exclusion Of Work Loss Benefits
CA7Line,CA7VehiclePIPSPV,Special Types Personal Injury Protection,CA7RatingBasis8,Rating Basis
CA7Line,CA7VehiclePIPSPV,Special Types Personal Injury Protection,CA7PIPDed4,Deductible
CA7Line,CA7VehiclePIPSPV,Special Types Personal Injury Protection,CA7ExclOfWorkLoss3,Work Loss Coordination Coverage
CA7Line,CA7VehiclePIPSPV,Special Types Personal Injury Protection,CA7MedicalExpenseElimination3,Medical Expense Elimination Coverage
CA7Line,CA7VehiclePIPSPV,Special Types Personal Injury Protection,CA7AccidentalDeathBenefit4,Accidental Death Benefits Coverage
CA7Line,CA7VehiclePIPSPV,Special Types Personal Injury Protection,CA7CovType94,Personal Injury Protection Coverage Type
CA7Line,CA7VehiclePIPSPV,Special Types Personal Injury Protection,CA7TortLimitation5,Tort Limitation
CA7Line,CA7VehiclePIPSPV,Special Types Personal Injury Protection,CA7BasicFirstPartyBenefits3,First Party Benefits Coverage
CA7Line,CA7VehiclePIPSPV,Special Types Personal Injury Protection,CA7AdditionalMedExpBenefits4,Extended Medical Expense Benefits
CA7Line,CA7VehiclePIPSPV,Special Types Personal Injury Protection,CA7ExclOfLossOfIncomeBenefits3,Exclusion Of Loss Of Income Benefits
CA7Line,CA7VehiclePIPSPV,Special Types Personal Injury Protection,CA7CovrdByWorkersCompensation3,Covered by Workers Compensation
CA7Line,CA7VehiclePIPSPV,Special Types Personal Injury Protection,CA7CovType32,Personal Injury Protection Coverage
CA7Line,CA7VehiclePIPSPV,Special Types Personal Injury Protection,CA7SpecTypPerInjProtLmt_Ext,Limit
CA7Line,CA7VehiclePIPSPV,Special Types Personal Injury Protection,CA7CombinationFirstPartyBenefit4,Combination First Party Benefits Coverage
CA7Line,CA7VehiclePIPSPV,Special Types Personal Injury Protection,CA7WorkLossBenefits9,Work Loss Benefits Limit
CA7Line,CA7AutoMobileEquipPhysicalDamageCov_Ext,Auto and Mobile Equipment Redefined - Physical Damage Coverage Only,NA,NA
CA7Line,CA7AirbagsExtendedCov_Ext,Airbags - Extended Coverage,CA7Limit7_Ext,Limit
CA7Line,CA7SpecialTypesPersonalInjuryProtectionExtraordSPV,Special Types Personal Injury Protection Extraordinary Medical Benefits,CA7RatingBasis18,Extraordinary Medical Benefits Rating Basis
CA7Line,CA7SpecialTypesPersonalInjuryProtectionExtraordSPV,Special Types Personal Injury Protection Extraordinary Medical Benefits,CA7CovStatus69,Extraordinary Medical Benefits Coverage
CA7Line,CA7BusinessInterruptionComprehensive,Business Interruption Comprehensive,NA,NA
CA7Line,CA7GarageTapesRecordsAndDiscsGRD,"Tapes, Records And Discs",CA7DesignationOrDescriptionOfCovrdAutos,"Designation Or Description Of Covered Autos"""""
CA7Line,CA7PrivatePassengerPersonalInjuryProtectionEnd4PPT,Private Passenger Personal Injury Protection Endorsement PIP,CA7PersonalInjuryProtectionForBI1,"Personal Injury Protection For Bodily Injury"""""
CA7Line,CA7PrivatePassengerPersonalInjuryProtectionEnd4PPT,Private Passenger Personal Injury Protection Endorsement PIP,CA7NamedInsuredAndFamilyMembers1,Personal Injury Protection Coverage Deductible Applies To:
CA7Line,CA7PrivatePassengerPersonalInjuryProtectionEnd4PPT,Private Passenger Personal Injury Protection Endorsement PIP,CA7Ded27,Personal Injury Protection coverage Deductible
CA7Line,CA7PrivatePassengerPersonalInjuryProtectionEnd4PPT,Private Passenger Personal Injury Protection Endorsement PIP,CA7LimitOfIns11,Limit Of Insurance (Each Insured)
CA7Line,CA7PrivatePassengerPersonalInjuryProtectionEnd4PPT,Private Passenger Personal Injury Protection Endorsement PIP,CA7LimitOfCompensation3,Limit Of Compensation
CA7Line,CA7PrivatePassengerPersonalInjuryProtectionEnd4PPT,Private Passenger Personal Injury Protection Endorsement PIP,CA7PercentOfMilesDrivenInGreenZone2,Percentage Of Miles Driven In GreenZone
CA7Line,CA7PrivatePassengerPersonalInjuryProtectionEnd4PPT,Private Passenger Personal Injury Protection Endorsement PIP,CA7PIPAppliesToYouAndOrFamilyMembers1,Personal Injury Protection Coverage Deductible Applies To:
CA7Line,CA7AmendmentOfPersonalAndAdvertisingInjuryDefiniti,Amendment Of Personal And Advertising Injury Definition - General Liability,CA7ManualPremium104,Manual Premium
CA7Line,CA7GarageTapesRecordsAndDiscsCovComprehensiveGRD,Garage Tapes Records And Discs Coverage Comprehensive,NA,NA
CA7Line,CA7NonOwnedAutoPropertyDamage_Ext,Non-Owned Auto Property Damage,NonOwnedAutoPropertyDamageDeductible,Deductible
CA7Line,CA7NonOwnedAutoPropertyDamage_Ext,Non-Owned Auto Property Damage,NonOwnedAutoPropertyDamageLimit,Limit
CA7Line,CA7WAAutoLoanCovPrivatePassengerAutosCollisionPPT,Private Passenger Auto Loan Coverage Private Passenger Autos Collision,CA7Collision9,Collision Coverage
CA7Line,CA7TXIncreasedLmtsOthThanDesignatedDriversUnin1SPV,Special Types Increased Limits Other Than Designated Driver UMPD,CA7LimitOfIns50,UM/UIM Property Damage (Less $250 Deductible) (Each Accident)
CA7Line,CA7TXIncreasedLmtsOthThanDesignatedDriversUnin1SPV,Special Types Increased Limits Other Than Designated Driver UMPD,CA7ManualPremium83,Manual Premium
CA7Line,CA7BroadFormProdsGRD,Garage Broad Form Products,CA7Wanted2,Broad Form Product Coverage
CA7Line,CA7PriPasCompBodInj_Ext,Private Passenger Compulsory Bodily Injury,CA7PriPasCompBodInjLmt_Ext,Limit
CA7Line,CA7TerrorismLiabilitySPV_Ext,Terrorism - Liability,NA,NA
CA7Line,CA7AdditionalNamedInsuredPublicTransportationPBT,Kansas Additional Named Insured,NA,NA
CA7Line,CA7VehicleAdditionalPIPPBT,Public Transportation Additional Personal Injury Protection,CA7AdditionalPersonalInjuryProtection2,Additional Personal Injury Protection Coverage Status
CA7Line,CA7ChangesToTheBankruptcyOrInsolvencyExclForActsE3,"Changes To The Bankruptcy Or Insolvency Exclusion For Acts, Errors Or Omissions Liability",CA7ManualPremium171,Manual Premium
CA7Line,CA7MunicipalityVolunteerWorkersSPV,Special Types Municipality Volunteer Workers Liability,CA7MunicipalityWanted,Municipality Volunteer Workers Liability Coverage
CA7Line,CA7VehicleAdditionalPIPGRD,Garage Additional Personal Injury Protection,CA7AdditionalPersonalInjuryProtection,Additional Personal Injury Protection Coverage Status
CA7Line,CA7ZoneRatedTruckRentalReimbursementCovCollision,Zone Rated Truck Rental Reimbursement Coverage Collision,CA7CovType36,Collision Coverage Type
CA7Line,CA7LossPayableClausePPT,Loss Payable Clause,NA,NA
CA7Line,CA7PrimaryAndNoncontributoryOtherInsuranceConditio,Primary And Noncontributory - Other Insurance Condition,NA,NA
CA7Line,CA7VehicleUnderinsuredMotoristZNR,Zone Rated Truck Underinsured Motorists,CA7Wanted37,Underinsured Motorists Coverage
CA7Line,CA7TXIncreasedLmtsOthThanDesignatedDriversLiabTTT,Truck Increased Limits Other Than Designtd Driver Liability,CA7Limit55,Covered Autos Liability Limit Of Insurance (Each Accident)
CA7Line,CA7TXIncreasedLmtsOthThanDesignatedDriversLiabTTT,Truck Increased Limits Other Than Designtd Driver Liability,CA7ManualPremium84,Manual Premium
CA7Line,CA7SDAutoDeathBenefitsAndDisabilityCovsPPT,South Dakota Auto Death Benefits And Disability,NA,NA
CA7Line,CA7TruckTapesRecordsAndDiscsCovComprehensiveTTT,Truck Tapes Records And Discs Coverage Comprehensive,NA,NA
CA7Line,CA7VehicleIncomeLossBenefitsTTT,Truck Income Loss Benefits,CA7IncomeLossBenefitsRatingBasis3,Rating Basis
CA7Line,CA7VehicleIncomeLossBenefitsTTT,Truck Income Loss Benefits,CA7IncomeLossBenefits4,Income Loss Benefits
CA7Line,CA7VehicleIncomeLossBenefitsTTT,Truck Income Loss Benefits,CA7IncomeLossBenefitsCovPercentOfMilesDrivenInGre1,Percentage Of Miles Driven In Green Zone
CA7Line,CA7AudioVisualAndDataElectrEquipCovPBT,"Audio, Visual And Data Electronic Equipment Coverage Added Limits",CA7Limit11,"Per Loss"" Limit"""
CA7Line,CA7MotorCarrierCovFormTrailerInterchange,Trailer Interchange Agreement,NA,NA
CA7Line,CA7TrailerInterchangeAgreementSpecifiedCausesOfLos,Trailer Interchange Coverage Specified Causes Of Loss,CA7LimitOfLiabInExcessOf20002,"Specified Causes Of Loss Limit Of Liability In Excess Of $20,000"
CA7Line,CA7TrailerInterchangeAgreementSpecifiedCausesOfLos,Trailer Interchange Coverage Specified Causes Of Loss,CA7LimitOfLiab4,Specified Causes Of Loss Limit Of Liability
CA7Line,CA7TrailerInterchangeAgreementSpecifiedCausesOfLos,Trailer Interchange Coverage Specified Causes Of Loss,CA7Ded6,Specified Causes Of Loss Deductible
CA7Line,CA7TapesRecordsAndDiscsCovZNR,"Tapes, Records And Discs",CA7DesignationOrDescriptionOfCovrdAutos9,"Designation Or Description Of Covered Autos"""""
CA7Line,CA7MIPropertyDamageLiabCovBuybackPPT,Michigan Property Damage Liability Coverage Buyback,NA,NA
CA7Line,CA7ZoneRatedTruckTapesRecordsAndDiscsCovComprehens,Zone Rated Truck Tapes Records And Discs Coverage Comprehensive,NA,NA
CA7Line,CA7TruckExcessAttendantCareTTT,Truck Excess Attendant Care,CA7ManualPremium199,Manual Premium
CA7Line,CA7TruckExcessAttendantCareTTT,Truck Excess Attendant Care,CA7CovStatus76,Excess Attendant Care Coverage
CA7Line,CA7PrivatePassengerTapesRecordsAndDiscsCovComprPPT,Private Passenger Tapes Records And Discs Coverage Comprehensive,NA,NA
CA7Line,CA7DistrictOfColumbiaEmplsUsingAutosInGovBusinessM,District Of Columbia Employees Using Autos In Government Business - Maryland,NA,NA
CA7Line,CA7SpecialTypesRepossessedAutoSPV,Repossessed Autos,CA7ReportingBasis3,Reporting Basis
CA7Line,CA7SpecialTypesRepossessedAutoSPV,Repossessed Autos,CA7OthThanCollisionCovDed4,Deductible For Each Covered Auto For Loss Caused By Theft Or Mischief Or Vandalism
CA7Line,CA7SpecialTypesRepossessedAutoSPV,Repossessed Autos,CA7CollisionCovDed4,Deductible For Each Covered Auto
CA7Line,CA7SpecialTypesRepossessedAutoSPV,Repossessed Autos,CA7PremiumBasisReportingOrNonreporting,Premium Basis - Reporting Or Nonreporting
CA7Line,CA7MTChangesMedPay,Montana Medical Payments Coverage - Removal Of Reasonable Expenses Limitation,NA,NA
CA7Line,CA7DistrictOfColumbiaEmplsUsingAutosInGovBusinessV,District Of Columbia Employees Using Autos In Government Business - Virginia,NA,NA
CA7Line,CA7ExclDamageToRentedPremises,Exclusion - Damage To Rented Premises,NA,NA
CA7Line,CA7TXIncreasedLmtsOthThanDesignatedDriversTTT,Texas Increased Limits - Other Than Designated Driver,NA,NA
CA7Line,CA7TXIncreasedLmtsOthThanDesignatedDriversUnin1TTT,Truck Increased Limits Other Than Designtd Driver UMPD,CA7ManualPremium88,Manual Premium
CA7Line,CA7TXIncreasedLmtsOthThanDesignatedDriversUnin1TTT,Truck Increased Limits Other Than Designtd Driver UMPD,CA7LimitOfIns52,UM/UIM Property Damage (Less $250 Deductible) (Each Accident)
CA7Line,CA7OptionalLmtsLossOfUseExpenses,Optional Limits - Loss Of Use Expenses,CA7ManualPremium6,Manual Premium
CA7Line,CA7OptionalLmtsLossOfUseExpenses,Optional Limits - Loss Of Use Expenses,CA7Max,Maximum
CA7Line,CA7OptionalLmtsLossOfUseExpenses,Optional Limits - Loss Of Use Expenses,CA7AmountPerDay,Amount Per Day
CA7Line,CA7LossPayableFormReg335,Washington Loss Payable Form Reg-335,CA7InsuranceCompany8,Insurance Company
CA7Line,CA7LossPayableFormReg335,Washington Loss Payable Form Reg-335,CA7SecuredPartyAddress,Secured Party Address
CA7Line,CA7LossPayableFormReg335,Washington Loss Payable Form Reg-335,CA7ByAgent,By Agent
CA7Line,CA7LossPayableFormReg335,Washington Loss Payable Form Reg-335,CA7IssuedTo,Issued To
CA7Line,CA7LossPayableFormReg335,Washington Loss Payable Form Reg-335,CA7AdditionalSecuredPartyAddress,Additional Secured Party Address
CA7Line,CA7LossPayableFormReg335,Washington Loss Payable Form Reg-335,CA7PolicyNumber13,Policy Number
CA7Line,CA7PublicTransportationAddedPersonalInjuryProt1PBT,Public Transportation Added Personal Injury Protection Endorsement Added PIP,CA7AddedPersonalInjuryProtectionForBICovType2,Added Personal Injury Protection for Bodily Injury
CA7Line,CA7PublicTransportationAddedPersonalInjuryProt1PBT,Public Transportation Added Personal Injury Protection Endorsement Added PIP,CA7MonthlyWorkLoss2,Monthly Work Loss
CA7Line,CA7PublicTransportationAddedPersonalInjuryProt1PBT,Public Transportation Added Personal Injury Protection Endorsement Added PIP,CA7LimitOfCompensation4,Limit of Compensation
CA7Line,CA7PublicTransportationAddedPersonalInjuryProt1PBT,Public Transportation Added Personal Injury Protection Endorsement Added PIP,CA7Option2,Option
CA7Line,CA7PublicTransportationAddedPersonalInjuryProt1PBT,Public Transportation Added Personal Injury Protection Endorsement Added PIP,CA7CovStatus42,Added Personal Injury Protection Coverage
CA7Line,CA7PublicTransportationAddedPersonalInjuryProt1PBT,Public Transportation Added Personal Injury Protection Endorsement Added PIP,CA7TotalAdditionalPersonalInjuryProtectionLmts2,Total Additional Personal Injury Protection Limits
CA7Line,CA7PublicTransportationAddedPersonalInjuryProt1PBT,Public Transportation Added Personal Injury Protection Endorsement Added PIP,CA7OtherExpensesPerDay2,Other Expenses (Per Day)
CA7Line,CA7GaragekeepersCovCustomersSoundReceivingEquipOt1,Garagekeepers Coverage Customers Sound Receiving Equipment Other Than Collision Cov,CA7CovType106,Other Than Collision Coverage Type
CA7Line,CA7GaragekeepersCovCustomersSoundReceivingEquipOt1,Garagekeepers Coverage Customers Sound Receiving Equipment Other Than Collision Cov,CA7Ded123,Deductible
CA7Line,CA7GaragekeepersCovCustomersSoundReceivingEquipOt1,Garagekeepers Coverage Customers Sound Receiving Equipment Other Than Collision Cov,CA7MaxLimitOfLiab7,Limit Of Insurance Or Maximum Limit Of Liability
CA7Line,CA7SexualAbuseOrSexualMolestationOfAnyPersonCommit,Sexual Abuse Or Sexual Molestation Of Any Person Committed By The Insured Liability,CA7DescriptionOfPremisesProjectsContractsOrAgreem1,"Description Of Premise(s), Project(s), Contract(s) Or Agreement(s)"
CA7Line,CA7SexualAbuseOrSexualMolestationOfAnyPersonCommit,Sexual Abuse Or Sexual Molestation Of Any Person Committed By The Insured Liability,CA7SexualAbuseOrSexualMolestationLiabEachActLimit1,Sexual Abuse Or Sexual Molestation Liability Each Act Limit
CA7Line,CA7SexualAbuseOrSexualMolestationOfAnyPersonCommit,Sexual Abuse Or Sexual Molestation Of Any Person Committed By The Insured Liability,CA7SexualAbuseOrSexualMolestationLiabEachActDed1,Sexual Abuse Or Sexual Molestation Liability Each Act Deductible
CA7Line,CA7SexualAbuseOrSexualMolestationOfAnyPersonCommit,Sexual Abuse Or Sexual Molestation Of Any Person Committed By The Insured Liability,CA7SexualAbuseOrSexualMolestationLiabAggLimit1,Sexual Abuse Or Sexual Molestation Liability Aggregate Limit
CA7Line,CA7SexualAbuseOrSexualMolestationOfAnyPersonCommit,Sexual Abuse Or Sexual Molestation Of Any Person Committed By The Insured Liability,CA7ManualPremium123,Sexual Abuse Or Sexual Molestation Liability Premium
CA7Line,CA7VehicleCollisionPPT,Private Passenger Collision,CA7VehicleSymbolCharacterTwo,Vehicle Symbol Character Two
CA7Line,CA7VehicleCollisionPPT,Private Passenger Collision,CA7PercentOfMilesDrivenInGreenZone,Percentage Of Miles Driven In Green Zone
CA7Line,CA7VehicleCollisionPPT,Private Passenger Collision,CA7CollisionType3,Collision Coverage Option
CA7Line,CA7VehicleCollisionPPT,Private Passenger Collision,CA7CovType9,Collision Coverage Type
CA7Line,CA7VehicleCollisionPPT,Private Passenger Collision,CA7WvrofColDedAppliesPPT_Ext,Waiver of Collision Deductible Applies
CA7Line,CA7VehicleCollisionPPT,Private Passenger Collision,CA7Ded13,Deductible
CA7Line,CA7VehicleCollisionPPT,Private Passenger Collision,CA7VehicleSymbolCharacterOne,Vehicle Symbol Character One
CA7Line,CA7VehicleCollisionPPT,Private Passenger Collision,CA7WaiverOfCollDedAppPPT_Ext,Waiver of Collision Deductible Applies
CA7Line,CA7VehicleCollisionPPT,Private Passenger Collision,CA7ManualPremium54,Manual Premium
CA7Line,CA7HiredAutoAutosLeasedHiredRentedOrBorrowedWitHAU,"Autos Leased, Hired, Rented Or Borrowed With Drivers - Physical Damage",NA,NA
CA7Line,CA7VehicleMedPayPBT,Public Transportation Medical Payments,CA7LimitText11,Medical Payments Limit
CA7Line,CA7TruckAddedPersonalInjuryProtectionEndorseme1TTT,Truck Added Personal Injury Protection Endorsement Added PIP,CA7CovStatus49,Added Personal Injury Protection Coverage
CA7Line,CA7TruckAddedPersonalInjuryProtectionEndorseme1TTT,Truck Added Personal Injury Protection Endorsement Added PIP,CA7AddedPersonalInjuryProtectionForBICovType4,Added Personal Injury Protection for Bodily Injury
CA7Line,CA7TruckAddedPersonalInjuryProtectionEndorseme1TTT,Truck Added Personal Injury Protection Endorsement Added PIP,CA7MonthlyWorkLoss4,Monthly Work Loss
CA7Line,CA7TruckAddedPersonalInjuryProtectionEndorseme1TTT,Truck Added Personal Injury Protection Endorsement Added PIP,CA7TotalAdditionalPersonalInjuryProtectionLmts4,Total Additional Personal Injury Protection Limits
CA7Line,CA7TruckAddedPersonalInjuryProtectionEndorseme1TTT,Truck Added Personal Injury Protection Endorsement Added PIP,CA7OtherExpensesPerDay4,Other Expenses (Per Day)
CA7Line,CA7TruckAddedPersonalInjuryProtectionEndorseme1TTT,Truck Added Personal Injury Protection Endorsement Added PIP,CA7Option4,Option
CA7Line,CA7TruckAddedPersonalInjuryProtectionEndorseme1TTT,Truck Added Personal Injury Protection Endorsement Added PIP,CA7LimitOfCompensation8,Limit of Compensation
CA7Line,CA7HiredAutoAutosLeasedHiredRentedOrBorrowedWi3HAU,Hired Auto Autos Leased Hired Rented Or Borrowed With Drivers Physical Damage Cov Specified Cause Of Loss Cov,CA7EstimatedAnnualCostOfHire6,Estimated Annual Cost Of Hire
CA7Line,CA7HiredAutoAutosLeasedHiredRentedOrBorrowedWi3HAU,Hired Auto Autos Leased Hired Rented Or Borrowed With Drivers Physical Damage Cov Specified Cause Of Loss Cov,CA7DesignationOrDescriptionOfVehiclesThatAreCovrd2,"Designation Or Description Of Vehicles That Are Covered Autos"""""
CA7Line,CA7HiredAutoAutosLeasedHiredRentedOrBorrowedWi3HAU,Hired Auto Autos Leased Hired Rented Or Borrowed With Drivers Physical Damage Cov Specified Cause Of Loss Cov,CA7DesignatedOrCovrdAutoVehicleNumber2,"Designated Or Covered Auto"" Vehicle Number"""
CA7Line,CA7HiredAutoAutosLeasedHiredRentedOrBorrowedWi3HAU,Hired Auto Autos Leased Hired Rented Or Borrowed With Drivers Physical Damage Cov Specified Cause Of Loss Cov,CA7Ded92,Deductible
CA7Line,CA7HiredAutoAutosLeasedHiredRentedOrBorrowedWi3HAU,Hired Auto Autos Leased Hired Rented Or Borrowed With Drivers Physical Damage Cov Specified Cause Of Loss Cov,CA7ManualPremium149,Manual Premium
CA7Line,CA7HiredAutoAutosLeasedHiredRentedOrBorrowedWi3HAU,Hired Auto Autos Leased Hired Rented Or Borrowed With Drivers Physical Damage Cov Specified Cause Of Loss Cov,CA7LimitOfIns43,Limit Of Insurance
CA7Line,CA7TXSupplementaryDeathBenefitZNR,Texas Supplementary Death Benefit,CA7ManualPremium68,Manual Premium
CA7Line,CA7SpecialTypesRepossessedAutoPropertyProtectionPr,Special Types Repossessed Auto Property Protection Premium To Reach Minimum,NA,NA
CA7Line,CA7AutoLoanLeaseGapCovPublicTransportationColliPBT,Public Transportation Auto Loan Lease Gap Coverage Collision,CA7Collision5,Collision Coverage
CA7Line,CA7SpecialTypesSnowmobilesSPV,Snowmobiles,CA7Excl21,Exclusion 2.
CA7Line,CA7SpecialTypesSnowmobilesSPV,Snowmobiles,CA7Excl11,Exclusion 1.
CA7Line,CA7SpecialTypesSnowmobilesSPV,Snowmobiles,CA7Excl31,Exclusion 3.
CA7Line,CA7SpecialTypesSnowmobilesSPV,Snowmobiles,CA7CovDoesNotAppliesToCovrdAutos,"This coverage does not apply to covered autos"" while rented or leased to others by you"""
CA7Line,CA7SpecialTypesSnowmobilesSPV,Snowmobiles,CA7CovAppliesToCovrdAutos,"This coverage also applies to covered autos"" while rented or leased to others by you"""
CA7Line,CA7VALmtdSubrogationRights,Virginia Limited Subrogation Rights,NA,NA
CA7Line,CA7TruckRentalReimbursementCovCollisionTTT,Truck Rental Reimbursement Coverage Collision,CA7CovType29,Collision Coverage Type
CA7Line,CA7ResidentAgentCountersignature,Resident Agent Countersignature Endorsement,NA,NA
CA7Line,CA7AdditionalInsuredLessorOfLeasedEquip,Additional Insured - General Liability Coverages - Lessor Of Leased Equipment,CA7ManualPremium20,Manual Premium
CA7Line,CA7LessorAdditionalInsuredAndLossPayeeZNR,Lessor - Additional Insured And Loss Payee,NA,NA
CA7Line,CA7ExclForGenlLiabCovsViralOrBacterialInfectnsExcp,"Illinois - Exclusion For Genl Liab Covs - Viral Or Bacterial Infections - Excptn For Designtd Infection, Ongoing Ops Or Products",CA7DescriptionOfOngoingOpsOrYourProduct,Description Of Ongoing Operations Or Your Product
CA7Line,CA7ExclForGenlLiabCovsViralOrBacterialInfectnsExcp,"Illinois - Exclusion For Genl Liab Covs - Viral Or Bacterial Infections - Excptn For Designtd Infection, Ongoing Ops Or Products",CA7DescriptionOfInfection,Description Of Infection
CA7Line,CA7ExclForGenlLiabCovsViralOrBacterialInfectnsExcp,"Illinois - Exclusion For Genl Liab Covs - Viral Or Bacterial Infections - Excptn For Designtd Infection, Ongoing Ops Or Products",CA7ManualPremium124,Manual Premium
CA7Line,CA7OKExclOfTrustorAsNamedInsured,Oklahoma Exclusion Of Trustor As Named Insured,NA,NA
CA7Line,CA7GaragePersonalInjuryProtectionEndorsementAccGRD,Auto Dealers Personal Injury Protection Endorsement Accidental Death Benefit Cov,CA7AccidentalDeathBenefit,"Accidental Death Benefit - $5,000 per eligible injured person"
CA7Line,CA7VehicleUninsuredMotoristPropertyDamageSPV,Special Types Uninsured Motorists Property Damage,CA7Wanted30,Uninsured Motorists Property Damage Coverage
CA7Line,CA7PrivatePassengerPersonalInjuryProtectionEnd3PPT,Private Passenger Personal Injury Protection Endorsement Work Loss Cov,CA7WorkLoss1,Work Loss - As stated in the Limit of Insurance
CA7Line,CA7IAUninsuredAndUnderinsuredMotoristsCov,Iowa Uninsured And Underinsured Motorists,CA7ParagraphBApplies,Paragraph B Applies
CA7Line,CA7IAUninsuredAndUnderinsuredMotoristsCov,Iowa Uninsured And Underinsured Motorists,CA7ParagraphBDoesNotApply,Paragraph B Does Not Apply
CA7Line,CA7VehicleUninsuredMotoristPropertyDamageTTT,Truck Uninsured Motorists Property Damage,CA7Wanted34,Uninsured Motorists Property Damage Coverage
CA7Line,CA7HiredAutosSpecifiedAsCovrdAutosYouOwnZoneRatZNR,Hired Autos Specified As Covered Autos You Own,NA,NA
CA7Line,CA7VehicleIncomeLossBenefitsSPV,Special Types Income Loss Benefits,CA7IncomeLossBenefitsRatingBasis2,Rating Basis
CA7Line,CA7VehicleIncomeLossBenefitsSPV,Special Types Income Loss Benefits,CA7IncomeLossBenefits3,Income Loss Benefits
CA7Line,CA7PIP1,PIP Coverage,CA7WorkLossBenefitsLimit4,Work Loss Benefits Limit
CA7Line,CA7PIP1,PIP Coverage,CA7PIPWorkLoss,Personal Injury Protection Exclusion Of Work Loss Benefits
