LOB,CoverageName,CoverageCode
CA7Line,Truck Additional Personal Injury Protection,CA7VehicleAdditionalPIPTTT
CA7Line,Garage Uninsured Motorists Property Damage,CA7VehicleUninsuredMotoristPropertyDamageGRD
EOLiabLine,Antitrust,EOAntitrustCov
EOLiabLine,Errors & Omissions Liability,EOErrorsOmissionsLiabCov
EOLiabLine,Medical Information Protection,EOMedInfoProtectionCov
FIDLine,Class or Mass Action Claim,FIDMassClassActionCov
FIDLine,ERISA 502 (c) Penalties,FIDERISA502PenaltiesCov
FIDLine,Amend BI/PD Exclusion Endorsement,FIDExcAmendBIPDEndorsement_Ext
FIDLine,PPACA Penalties,FIDPPACAPenaltiesCov
FIDLine,HIPAA,FIDHIPAACov
FIDLine,PPA Penalties,FIDPPAPenaltiesCov
FIDLine,Excessive Fee Claim Exclusion Endorsement,FIDExcExcessiveFeeClaimEndorsement_Ext
FIDLine,Fiduciary Liability,FIDLiabCov
FIDLine,Prior Acts Exclusion Endorsement,FIDExcPriorActsEndorsement_Ext
FIDLine,Voluntary Compliance Program,FIDVoluntaryCompCov
FIDLine,Separate Defense Cost,FIDDefenseCost
FIDLine,IRC 4975 Penalties,FIDIRC4975PenaltiesCov
WRBGeneralLiabilityLine,Artisan Contractor Extension - Additional Insured - Waiver of Transfer of Rights of Recovery Against Others To Us - Automatic Status When Required in a Written Contract or Agreement,WGLCovAIArtisanExtWaiver
WRBGeneralLiabilityLine,Designated Operations Limitation,WGLCndDesignatedOpsLim
WRBGeneralLiabilityLine,Designated Location(s) General Aggregate Limit,WGLCovDesignatedLocations
WRBGeneralLiabilityLine,Additional Named Insured And Retroactive Date,WGLCovANIAndRetroDate
WRBGeneralLiabilityLine,Financial Institution Endorsement (Non-Reporting Form),WGLCndFinInstitutionEndtNonReporting
WRBGeneralLiabilityLine,Exclusion - Financial Services,WGLExcFinancialServices
WRBGeneralLiabilityLine,Additional Conditions Named Insured's Duties with Respect to Contractors,WGLCndNIDutiesToContractors
WRBGeneralLiabilityLine,Assault or Battery Exclusion,WGLExcAssaultOrBattery
WRBGeneralLiabilityLine,Claim Reporting Information,WGLCndClaimReportingInformation
WRBGeneralLiabilityLine,Exclusion - Alarm and Security System Monitoring and Dispatch Service Operations,WGLExcAlarmAndSecurityMonitoringAndDispatchOpera
WRBGeneralLiabilityLine,Electromagnetic Radiation Exclusion,WGLExcElectromagneticRadiation
WRBGeneralLiabilityLine,Iowa Changes - Notice of Cancellation for Contractors,WGLCndIAChangesNoticeOfCancForContractors
WRBGeneralLiabilityLine,Exclusion - All Hazards in Connection with Ongoing Operations and Your Work in New York,WGLExcAllHazardsOngoingOperationsInNY
WRBGeneralLiabilityLine,Townhouse Associations,WGLCovAITownhouseAssociations
WRBGeneralLiabilityLine,Co-Owner of Insured Premises,WGLCovAICoOwnerOfInsPremises
WRBGeneralLiabilityLine,Limitation of Coverage to Designated Construction Project - Extended Completed Operations,WGLCndLimitCovDesigConstrProjExtCompOps
WRBGeneralLiabilityLine,Exclusion - Total Pollution with Hostile Fire Exception,WGLExcTotalPollWithHostilefireExcep
WRBGeneralLiabilityLine,Exclusion-Human Trafficking,WGLExcHumanTrafficking
WRBGeneralLiabilityLine,Exclusion - Punitive or Exemplary Damages,WGLExcPunitiveOrExcemplaryDamages
WRBGeneralLiabilityLine,Variable Limits of Insurance by Retroactive Date Item Coverage,WGLCndVariableLimitsByRetroDateItemCond
WRBGeneralLiabilityLine,ADDITIONAL INSURED - GRANTOR OF LICENSES,WGLCovAIGrantorOfLicenses
WRBGeneralLiabilityLine,Amendment of Insured Contract Definition,WGLCndAmendmentOfInsuredContract
WRBGeneralLiabilityLine,Vendors,WGLCovAIVendors
WRBGeneralLiabilityLine,Additional Insured - Your Amusement Operations,WGLCovAIAmusementOps
WRBGeneralLiabilityLine,Lawn Care Services - Limited Pollution Coverage,WGLCndLawnCareSvcLimPollutionCov
WRBGeneralLiabilityLine,Additional Insured - Primary and Noncontributory - Automatic Status When Required In a Written Contract Or Agreement (Including Completed Operations),WGLCovAIPrimaryNoncontribStatReqInclCO
WRBGeneralLiabilityLine,ADDITIONAL INSURED - GRANTOR OF FRANCHISE,WGLCovAIGrantorFranchise
WRBGeneralLiabilityLine,"Exclusion - Trampoline, Mechanical Bull or Enclosed Spheres",WGLExcTrampolineMechBullOrEnclosed
WRBGeneralLiabilityLine,Exclusion - Liquefied Petroleum Gas (LPG),WGLExcLiquefiedPetroleumGas
WRBGeneralLiabilityLine,Specified Operations Endorsement ,WGLCndSpecifiedOperEnd
WRBGeneralLiabilityLine,Colorado - Continuous or Progressive Damage Claims - Allocation of Damage on Time-On-Risk Basis,WGLCndCOContProgDmgClaimAllocTimeOnRisk
WRBGeneralLiabilityLine,PROFESSIONAL LIABILITY EXCLUSION - COMPUTER SOFTWARE,WGLExcPLComputerSoftware
WRBGeneralLiabilityLine,Limitation - Tanning or Toning Operations,WGLCndLimitationTanningOrToningOperations
WRBGeneralLiabilityLine,Exclusion - Access Or Disclosure Of Confidential Or Personal Information And Data-Related Liability - Limited Bodily Injury Exception Not Included,WGLExcAccOrDisConfidentialPersInfo
WRBGeneralLiabilityLine,"Owners, Lessees or Contractors - Completed Operations",WGLCovAIOwnLesOrContCompletedOperations
WRBGeneralLiabilityLine,Habitability Exclusion,WGLExcHabitabilityExclusion
WRBGeneralLiabilityLine,Employee Benefits Liability Coverage,WGLCovEmpBenefitsLiab
WRBGeneralLiabilityLine,Exclusion - Damage To Vegetation - Trespass - Fire Or Smoke With Limited Optional Coverage Endorsement (Defense Within Limits),WGLCovExcDamToVegTresFireSmokeDWL
WRBGeneralLiabilityLine,Fireworks Exhibitors Conditional Exclusion,WGLExcFireworksExhibitors
WRBGeneralLiabilityLine,"Exclusion - Professional Services - Contractors, Engineers, Architects, Surveyors and Constr Mgmt",WGLExcProfServicesContrEngiArcSurv
WRBGeneralLiabilityLine,Exclusion - Fiduciary Or Representative Liability Of Financial Institutions,WGLExcFiduciaryRepresentativeLiability
WRBGeneralLiabilityLine,EXCLUSION - PROPERTY DAMAGE TO ELECTRONIC DATA (COMPUTER SOFTWARE MANUFACTURER),WGLExcPropertyDamageToElectronicData
WRBGeneralLiabilityLine,ADDITIONAL INSURED - LESSOR OF LEASED EQUIPMENT - AUTOMATIC STATUS WHEN REQUIRED IN LEASE AGREEMENT WITH YOU,WGLCovAIAddlInsLessLeaseEqpAuStRqLeaseAgrW
WRBGeneralLiabilityLine,Hazardous Substance Exclusion (Absolute),WGLExcHazardousSubstances
WRBGeneralLiabilityLine,Employment-Related Practices Liability Coverage Part Schedule,WGLCovEmplRelPracticesLiaCovPartSchedule
WRBGeneralLiabilityLine,Coverage B - Personal Injury Liability Only (Advertising Injury Liability Not Included) (Claims-Made Version),WGLExcPersonalAndAdvertisingInjuryClaimsMade
WRBGeneralLiabilityLine,Prior Products and Operations Exclusion,WGLExcPriorProducts
WRBGeneralLiabilityLine,Waiver of Transfer of Rights of Recovery,WGLCndWaiverOtTransferOfRights
WRBGeneralLiabilityLine,Amendment of Conditions - Premium Audit - Final Premium,WGLCndAmendCondPremAuditFinalPrem
WRBGeneralLiabilityLine,Variable Limits of Insurance by Retroactive Date,WGLCndVariableLimitsByRetroDate
WRBGeneralLiabilityLine,Amendment of Liquor Liability Exclusion - Exception for Scheduled Premises or Activities,WGLCndAmendLiquorLiabExclExceptSchedpremiOrActivities
WRBGeneralLiabilityLine,Oil or Gas Operations - Nonoperating Working Interests,WGLCndOilOrGasNonOpWorkingInterests
WRBGeneralLiabilityLine,Exclusion - Wood Destroying Organisms With Limited Optional Coverage (Defense Within Limits),WGLCovExcWoodDesOrgWithLimOptCovDWLimits
WRBGeneralLiabilityLine,ADDITIONAL INSURED - CO-OWNER OF INSURED PREMISES,WGLCovAICoOwnerInsuredPrems
WRBGeneralLiabilityLine,Economic Or Trade Sanctions Endorsement,WGLCndEconomicOrTradeSancEndorsement
WRBGeneralLiabilityLine,ADDITIONAL INSURED - GRANTOR OF LICENSES,WGLCovAIGrantorLicenses
WRBGeneralLiabilityLine,Machinery or Equipment Limitation,WGLCndMachineryOrEquipmentLimitation
WRBGeneralLiabilityLine,Exclusion - Construction Management Errors And Omissions,WGLExcConstructionManagementErrorsOmissions
WRBGeneralLiabilityLine,ADDITIONAL INSURED - CONCESSIONAIRES TRADING UNDER YOUR NAME,WGLCovAIConcessionairesTradeUnderYourName
WRBGeneralLiabilityLine,Foodborne Illness Exclusion,WGLExcFoodborneIllness
WRBGeneralLiabilityLine,Exclusion - Participants in Production,WGLExcParticipantsInProduction
WRBGeneralLiabilityLine,Exclusion - Designated Work,WGLExcDesignatedWork
WRBGeneralLiabilityLine,Service of Suit (Guam),WGLCndGuamServiceOfSuit
WRBGeneralLiabilityLine,Exclusion â?? Toxic Metals,WGLExcToxicMetals
WRBGeneralLiabilityLine,Other Insurance Continuous Injury or Damage (Colorado),WGLCndOtherInsuranceContinuousInjury
WRBGeneralLiabilityLine,"Exclusion - Landfills, Garbage or Refuse Dumps, Garbage Works, Hazardous Waste Sites or Collection Centers",WGLExcLandfillsGarbageColltnCenters
WRBGeneralLiabilityLine,Conditional Exclusion - Sign Posting or Lifeguard,WGLCndCondExclLifeguardSupvAndSignPostReq
WRBGeneralLiabilityLine,Assault or Battery Limited Liability Coverage - Defense Cost Within Limits,WGLCovAIAssaultBatteryDefCostLimits
WRBGeneralLiabilityLine,Exclusion - Racing,WGLExcRacing
WRBGeneralLiabilityLine,Products Completed Operations Hazard Limitation,WGLCndproductsCmpltdOperationsHazardLimit
WRBGeneralLiabilityLine,Insurance Inspection Services Exemption From Liability (ME only),WGLCndInsuranceInspectionSvcExemptFromLiab
WRBGeneralLiabilityLine,"Wrecking, Dismantling Or Salvage Contractors - Scheduled Project Or Exclusion Exception",WGLCndWreckDismantOrSalvContrSchedProjOrExcExcep
WRBGeneralLiabilityLine,Injury to Contractor Exclusion with Conditional Exception - Texas,WGLCndInjurytoContractorExcl
WRBGeneralLiabilityLine,Coverage Limitation - Mobile Equipment  (Scheduled Equipment),WGLCndCoverageLimitationMobileEquipment
WRBGeneralLiabilityLine,ADDITIONAL INSURED - CONCESSIONAIRES TRADING UNDER YOUR NAME,WGLCovAIConcessionairesUnderYourName
WRBGeneralLiabilityLine,Exclusion - Operator and Passenger Participants - Motorcycles All-Terrain Vehicles and Snowmobiles,WGLExcPerPassengerParticipantsVehSnowmobiles
WRBGeneralLiabilityLine,Welding Exclusion,WGLExcWelding
WRBGeneralLiabilityLine,Ohio - Stop Gap - Employers Liability Coverage Endorsement,WGLCovOHStopGapEL
WRBGeneralLiabilityLine,Exclusion â?? Tainted Drywall Material,WGLExcTaintedDryMaterial
WRBGeneralLiabilityLine,Prior Products and Operations Exclusion,WGLExcPriorProductsSched
WRBGeneralLiabilityLine,Genetically Modified Organism Exclusion,WGLExcGeneticallyModifiedOrganism
WRBGeneralLiabilityLine,Exclusion - Directors and Officers Liability,WGLExcDirectorsAndOfficersLiability
WRBGeneralLiabilityLine,Exclusion - Funeral Services,WGLExcFuneralServices
WRBGeneralLiabilityLine,Limited Products and Professional Services - Pharmacists,WGLCndLimitedPharmacists
WRBGeneralLiabilityLine,"Cannabidiol (CBD) - Modified Designated Products, Supplements And Additives Exclusion",WGLExcCBDModDesigProdSuppAdd
WRBGeneralLiabilityLine,Cannabis Exclusion,WGLExcCannabis
WRBGeneralLiabilityLine,Exclusion - Damage from Swimming Pool Pop-Up,WGLExcDamageFromSwimmingPoolPopUp
WRBGeneralLiabilityLine,Limited Product Withdrawal Expense Endorsement,WGLCovLimitedProductWithdrawalExpense
WRBGeneralLiabilityLine,Amendment Of Insured Contract Definition,WGLCndAmendDefinitionsInsContractLtdForm
WRBGeneralLiabilityLine,Additional Conditions Named Insureds Duties with Respect to Its Manufacturer and Suppliers,WGLCovAIAdditionalConditions
WRBGeneralLiabilityLine,Motor Vehicle Laws,WGLCovCGLMotorVehiLaws
WRBGeneralLiabilityLine,Rhode Island Changes - Notice of Cancellation and Nonrenewal for Residential Contractors,WGLCndRIChangesNoticeOfCancAndNonRenewForResCont
WRBGeneralLiabilityLine,Exclusion - Telecommunication Equipment Or Service Providers Errors And Omissions,WGLExcTelecomEquipmentOrServiceProvider
WRBGeneralLiabilityLine,Firearms Exclusion,WGLExcFirearmExclusion
WRBGeneralLiabilityLine,Electronic Cigarette or Vaporizer Product Exclusion,WGLExcECigarette
WRBGeneralLiabilityLine,Designated Location(s) General Aggregate Limit,WGLCovDesignatedLocationSched
WRBGeneralLiabilityLine,Premium Audit Waiver,WGLCndPremiumAuditWaiver
WRBGeneralLiabilityLine,Exclusion - Products/Completed Operations Hazard (Specified Expendable Products Excepted),WGLExcOprtnHazardSpecifiedExpand
WRBGeneralLiabilityLine,"Exclusion - Injury to Employees, Contractors, Volunteers and Other Workers",WGLExcInjuryToEmplyesContrVol
WRBGeneralLiabilityLine,Exclusion - Amusement Devices or Rides (Designated Amusement Devices or Rides Excepted),WGLExcAmuseDevicesOrRides
WRBGeneralLiabilityLine,Limited Product Withdrawal Expense Endorsement,WGLCovLimitedProdWithdrawEnd
WRBGeneralLiabilityLine,Missouri Changes - Pollution Exclusion,WGLMissouriChangesPolluteEcl
WRBGeneralLiabilityLine,Exclusion - Saline Substances Contamination,WGLExcSalineSubstancesContamination
WRBGeneralLiabilityLine,Farm or Ranch Premises Liability,WGLCovCGLFarmRanchPremLiab
WRBGeneralLiabilityLine,"Coverage Extension - Alarm or Security System Design, Monitoring, Installation, Service or Repair Professional Liability",WGLCovCGLCovExtAlarmorSec
WRBGeneralLiabilityLine,Communicable Disease Exclusion,WGLExcCommunicableDisease
WRBGeneralLiabilityLine,Conditional Exclusion - Weapons,WGLCndConditionalExclusionWeapons
WRBGeneralLiabilityLine,Security Guard Operations Coverage (Oklahoma),WGLCovCGLSecGuardOperCov
WRBGeneralLiabilityLine,Additional Exclusions â?? Tree Lots and Tree Farms,WGLExcAdditionalTreeLotsAndFarms
WRBGeneralLiabilityLine,Exclusion - New Entities,WGLExcNewEntities
WRBGeneralLiabilityLine,Stable Liability - Additional Exclusions,WGLExcStableLiability
WRBGeneralLiabilityLine,Supplemental Extended Reporting Period,WGLCovSupplementalExtendedReportingPeriod
WRBGeneralLiabilityLine,Exclusion - Oil Or Gas Producing Operations,WGLExcOilGasOperation
WRBGeneralLiabilityLine,Exclusion - Adult Day Care Centers,WGLExcAdultDayCareCenters
WRBGeneralLiabilityLine,On Hook Riggers Liability Endorsement,WGLCovHookRiggLiabEnd
WRBGeneralLiabilityLine,Term Limits of Insurance,WGLCndTermLimitsOfInsurance
WRBGeneralLiabilityLine,Liquor Liability,WGLCndLiquorLiability
WRBGeneralLiabilityLine,"Employment-Related Practices Liability Coverage Part (AR, MO, NM or VT only)",WGLCovEmpRelPracticesARMONMVT
WRBGeneralLiabilityLine,Professional Liability Exclusion - Web Site Designers,WGLExcWebSiteDesigners
WRBGeneralLiabilityLine,Changes - Logging or Lumbering Operations,WGLCovChangesLoggingLumOpe
WRBGeneralLiabilityLine,"Engineers, Architects or Surveyors Not Engaged by the Named Insured ",WGLCovAIEngArchOrSurveyorsNotEngagByNI
WRBGeneralLiabilityLine,Exclusion â?? Described Hazards (Roofing),WGLExcDescribedHazardsRoofing
WRBGeneralLiabilityLine,Lessor of Leased Equipment,WGLCovAILessorOfLeaseEquipment
WRBGeneralLiabilityLine,Conditional Exclusion - No Diving Or Jumping Sign Posting Requirement,WGLCndCondExclNoDivingOrJumpingSignPostReq
WRBGeneralLiabilityLine,"Designated Products Exclusion - Products Related To Electronic Cigarettes, Vaporizers And Similar Devices",WGLExcDesigProdRelCigaratesVapAndSimilar
WRBGeneralLiabilityLine,Amendment of Conditions - Premium Audit,WGLCndAmendOfConditionsPremiumAudit
WRBGeneralLiabilityLine,ADDITIONAL INSURED - DESIGNATED PERSON OR ORGANIZATION,WGLCovAIDesgPersonOrOrganization
WRBGeneralLiabilityLine,Exclusion - Bed Bugs,WGLExcBedBugs
WRBGeneralLiabilityLine,Exclusion - Surf Boards or Paddle Boards,WGLExcSurfBoardsOrPaddleBoards
WRBGeneralLiabilityLine,Exclusion - Volunteer Workers,WGLExcVolunteersWorkers
WRBGeneralLiabilityLine,Location General Aggregate Limit And Maximum Per Policy General Aggregate Limit,WGLCndLocationGenAggLimitAndMaxPerPolGenAggLim
WRBGeneralLiabilityLine,Limitation Of Coverage To Designated Operations,WGLCndLimitationOfCoverageToDesignatedOperations
WRBGeneralLiabilityLine,Reliance on Tattoo and Piercing Application,WGLCndRelianceOnTatooAndPiercingApplication
WRBGeneralLiabilityLine,Abuse or Molestation Limited Liability Coverage - Defense Cost Within Limit,WGLCovAbuseorMolLimLiabDef
WRBGeneralLiabilityLine,Health Hazard Exclusion,WGLExcHealthHazard
WRBGeneralLiabilityLine,Exclusion - Cross Claims or Suits,WGLExcCrossClaimsOrSuits
WRBGeneralLiabilityLine,Georgia Changes - Notice of Cancellation - Pesticide Applicators,WGLCndGAChangesNoticeOfCancPesticideApplicators
WRBGeneralLiabilityLine,Exclusion - Movement of Buildings or Structures,WGLExcMovntBuildingsStructures
WRBGeneralLiabilityLine,Knowledge of Occurrence,WGLCndKnowledgeOfOccurrence
WRBGeneralLiabilityLine,ADDITIONAL INSURED - CLUB MEMBERS,WGLCovAIAddlInsClubMembers
WRBGeneralLiabilityLine,Colleges Or Schools,WGLCndCollegesOrSchools
WRBGeneralLiabilityLine,ADDITIONAL INSURED - CONTROLLING INTEREST,WGLCovAIControlInt
WRBGeneralLiabilityLine,Limited Pollution Liability Coverage (Designated Operations),WGLCovLimPollLiabDesigOpr
WRBGeneralLiabilityLine,Crop Sprayers - Additional Exclusions,WGLCropSprayersAddtlnExc
WRBGeneralLiabilityLine,Amendment of Liquor Liability Exclusion,WGLCndAmendmentOfLiquorLiabExcl
WRBGeneralLiabilityLine,Exclusion - Animal Injury or Death,WGLExcAnimalInjuryOrDeath
WRBGeneralLiabilityLine,ABSOLUTE EMPLOYERS LIABILITY EXCLUSION,WGLAbsoluteEmployersLiabilityExcln
WRBGeneralLiabilityLine,Exclusion - All Construction Operations,WGLExcExclAllConstructionOperations
WRBGeneralLiabilityLine,"Mortgagee, Assignee or Receiver",WGLCovAIMortAssignReceiver
WRBGeneralLiabilityLine,Exclusion - Products/Completed Operations Hazard (Specified Auto Part Products Excepted),WGLExcOprtnHazardSpecifiedAuto
WRBGeneralLiabilityLine,Exclusion - Contractors and Subcontractors,WGLExcContractorsSubcontractors
WRBGeneralLiabilityLine,Exclusion - Snow or Ice Operations,WGLExcSnowOrIceOps
WRBGeneralLiabilityLine,Limited Toxic Metals Liability Coverage,WGLCovLimToxicMetalsLiaCov
WRBGeneralLiabilityLine,ADDITIONAL INSURED - VOLUNTEER WORKERS,WGLCovAIAddlInsVolunteerWorkers
WRBGeneralLiabilityLine,Owners or Other Interests From Whom Land Has Been Leased,WGLCovAIOwnerOrOtherInterestsFromLeased
WRBGeneralLiabilityLine,Sexual Abuse Event Limited Coverage,WGLCovSexualAbuse
WRBGeneralLiabilityLine,Policy Period Extension,WGLCndPolicyPeriodExtension
WRBGeneralLiabilityLine,Additional Insured - Automatic Status When Required in Contract or Agreement (Including Completed Ops),WGLCovAIAutoStatusContract
WRBGeneralLiabilityLine,Prior Acts Extension Endorsement - Claims Reported During Policy Period,WGLCndPriorActsExtEndtClmRepPolPeriod
WRBGeneralLiabilityLine,"Exclusion - Total Pollution With Hostile Fire And Building heating, Cooling And Dehumidifying Equipment Exceptions",WGLCndTotalPollutionWithHostileFreeException
WRBGeneralLiabilityLine,Injury to Leased Worker Exclusion,WGLInjuryToLeasedWorkerExclusion
WRBGeneralLiabilityLine,Notice of Cancellation Provided by Us to Designated Persons or Organization,WGLCndNoticeOfCancellation
WRBGeneralLiabilityLine,Exclusion - Products/Completed Operations Hazard (Specified Sporting Goods Excepted),WGLExcOprtnHazardSpecifiedSport
WRBGeneralLiabilityLine,Assault or Battery Event - Limited Coverage,WGLCovAssaultOrBattery
WRBGeneralLiabilityLine,Vendors - Automatic Status When Required in Agreement ,WGLCovAIVendorsAutomaticStatus
WRBGeneralLiabilityLine,Limitation of Coverage,WGLCndLimitationOfCoverage
WRBGeneralLiabilityLine,Exclusion - Certain Computer-Related Losses,WGLExcCertainComputerRelatedLosses
WRBGeneralLiabilityLine,"ADDITIONAL INSURED - OWNERS, LESSEES OR CONTRACTORS - SCHEDULED PERSON OR ORGANIZATION",WGLCovAIOwnerLesseeSchedPersonOrOrg
WRBGeneralLiabilityLine,"Injury to Temporary, Volunteer or Casual Worker Exclusion",WGLInjuryToTempVoluneerOrCasualWorkExcln
WRBGeneralLiabilityLine,Exclusion - Lead,WGLExcLead
WRBGeneralLiabilityLine,Exclusion - Real Estate Agents Or Brokers Errors Or Ommissions,WGLExcRealEstateAgentBroker
WRBGeneralLiabilityLine,Amendment of Conditions - Premium Audit - Minimum and Deposit Premium Less Than 100%,WGLCndAmendCondPremAuditMinDepPremLT100
WRBGeneralLiabilityLine,Grantor of Franchise,WGLCoverageAIGrantorOfFranchise
WRBGeneralLiabilityLine,PROFESSIONAL LIABILITY EXCLUSION - ELECTRONIC DATA PROCESSING SERVICES AND COMPUTER CONSULTING OR PROGRAMMING SERVICES,WGLExcPLElectronicDataAndComputerServices
WRBGeneralLiabilityLine,Exclusion - Laundry And Dry Cleaning Damage,WGLExcLaundryAndDryCleanDamage
WRBGeneralLiabilityLine,Renters and Tenants Warranty Endorsement,WGLCondRentersAndTenants
WRBGeneralLiabilityLine,"Exclusions - Pending Suit, Continuous and Progressive Damage, and Known Damage",WGLExcPendingSuitContinuousProgressiveDam
WRBGeneralLiabilityLine,Health Hazard Exclusion,WGLExcHealthHazardAbsolute
WRBGeneralLiabilityLine,Coverage Extension - Barbers and Beauticians Professional Liability,WGLCovCGLExtBarbersandBeaut
WRBGeneralLiabilityLine,Satisfaction of Guam Surplus Lines Regulations,WGLCndSatisfactionOfGuamRegulations
WRBGeneralLiabilityLine,Exclusion - Pyrotechnicians or Fireworks,WGLExcPyrotechniciansOrFireworks
WRBGeneralLiabilityLine,Additional Exclusions - Logging and Lumbering,WGLExcLoggingAndLumbering
WRBGeneralLiabilityLine,Occupational Disease Exclusion Absolute,WGLExcOccupationalDisease
WRBGeneralLiabilityLine,Exclusion - Computer System or Electronic Data,WGLExcComputerSystemorElectronicData
WRBGeneralLiabilityLine,"Owners, Lessees or Contractors",WGLCovAIOwnersLesseesContractors
WRBGeneralLiabilityLine,Exclusion - Products Prior to Specified Date,WGLCndExclProductsPriorToSpecDate
WRBGeneralLiabilityLine,Designated Location(s) General Aggregate Limit,WGLCndDesignatedLocationsGenAggLim
WRBGeneralLiabilityLine,Misdelivery Of Liquid Product Coverage,WGLCndMisdeliveryOfLiquidProductCoverage
WRBGeneralLiabilityLine,Exclusion - Defective Work,WGLExcDefectiveWork
WRBGeneralLiabilityLine,ADDITIONAL INSURED - CONTROLLING INTEREST,WGLCovAIControllingInterest
WRBGeneralLiabilityLine,Excess Provision - Vendors,WGLCovExcessProvision
WRBGeneralLiabilityLine,Additional Insured â?? Primary and Noncontributory,WGLCovAIPrimaryNonContributory_Ext
WRBGeneralLiabilityLine,Exclusion - Employees and Volunteer Workers as Insureds,WGLExcEmployeeAndVolunteerInsured
WRBGeneralLiabilityLine,Waiver Of Governmental Immunity,WGLCndWaiverOfGovernmentalImmunity
WRBGeneralLiabilityLine,Coverage Extension - Animal Handlers Professional Liability,WGLCovAnimHandlersProfLiab
WRBGeneralLiabilityLine,MN Changes - Notice Of CN And Nonrenewal For Residential Building Contractors,WGLCndMNChangesNoticeOfCNAndNonRenewForResContr
WRBGeneralLiabilityLine,Amendment of Liquor Liability Exclusion - Exception for Scheduled Activity and Premises,WGLCndAmendLiquorLiabExclExceptSchedActvAndPremi
WRBGeneralLiabilityLine,Primary and Noncontributory - Amendment of Other Insurance Condition - Designated Person or Organization,WGLCndPrimAndNoncontribAmendOthInsCondDesigPersO
WRBGeneralLiabilityLine,Amendment Of Coverage Territory - Worldwide Coverage,WGLCovCGLAmendOfCovTerritory
WRBGeneralLiabilityLine,Exclusion - Internet Service Providers And Internet Access Providers Errors And Omissions,WGLExcInternetServiceProvidersErrors
WRBGeneralLiabilityLine,"Exclusion - Existence or Maintenance of Streets, Roads, Highways or Bridges",WGLExcMaintenanceOfStreetsRoads
WRBGeneralLiabilityLine,Stop Gap Employers Liability,WGLCovStopGap
WRBGeneralLiabilityLine,Exclusion - Property Damage to Watercraft,WGLExcPropDamageToWatercraft
WRBGeneralLiabilityLine,Exclusion â?? Pressure Treated Wood,WGLExcPressureTreatWood
WRBGeneralLiabilityLine,Earth Movement Exclusion,WGLExcEarthMovement
WRBGeneralLiabilityLine,Exclusion - Auctioneer Professional Services,WGLExcAuctionerProfServices
WRBGeneralLiabilityLine,Self-Insured Retention,WGLCovSelfInsuredRetention
WRBGeneralLiabilityLine,EIFs & Spray-on Siding Exclusion,WGLExcEifsSprayOnSiding
WRBGeneralLiabilityLine,ADDITIONAL INSURED - USERS OF GOLFMOBILES,WGLCovAIAddlInsUsersOfGolfmobiles
WRBGeneralLiabilityLine,"ADDITIONAL INSURED - ENGINEERS, ARCHITECTS OR SURVEYORS NOT ENGAGED BY THE NAMED INSURED",WGLCovAIEngineerArchAddltnIns_Ext
WRBGeneralLiabilityLine,Designated Products Exclusion,WGLExcAdditionalDesignatedProducts
WRBGeneralLiabilityLine,"Exclusion - All-Terrain Vehicles, Utility Terrain Vehicles, Snowmobiles Or Other Recreational Off-Road Vehicles",WGLExcAllTerrainVehiclesUtilityTerrainVeh
WRBGeneralLiabilityLine,Trusts,WGLCovAITrusts
WRBGeneralLiabilityLine,Additional Conditions Named Insured's Duties with Respect to Its Manufacturers and Suppliers,WGLCndANIDutiesToContractors
WRBGeneralLiabilityLine,Medical Payments Exclusion,WGLExcMedicalPayments
WRBGeneralLiabilityLine,Amendment - Definition of Products-Completed Operations Hazard,WGLCndAmendDefOfProdComplOpsHazard
WRBGeneralLiabilityLine,Injury to Workers Exclusion Joint Form,WGLExcInjuryToWorkers
WRBGeneralLiabilityLine,Coverage Extension - Body Piercing and Tattooist Professional Liability,WGLCovCGLCovExtPiercingTatt
WRBGeneralLiabilityLine,Athletic or Sports Participants Exclusion,WGLExcAthleticOrSportsParticipants
WRBGeneralLiabilityLine,Pollution Exclusion,WGLExcPollution
WRBGeneralLiabilityLine,Minnesota Changes - Notice Of Cancellation And Nonrenewal For Residential Building Contractors,WGLCndMNChangesNoticeOfCancellation
WRBGeneralLiabilityLine,"Exclusion -Subsidence Or Movement Of Soil, Land, Bedrock Or Earth With Limited Optional  Coverage Endorsement (Defense Within Limits)",WGLCovExcSubMovSoilLandBedRockDWL
WRBGeneralLiabilityLine,"Owners, Lessees or Contractors - Scheduled Person or Organization",WGLCovAIOwnLessContSchedPerOrOrg
WRBGeneralLiabilityLine,Satisfaction of the Commonwealth of the Northern Mariana Islands (CNMI) Surplus Lines Regulations,WGLCndCNMISurplus
WRBGeneralLiabilityLine,Designated Construction Project(s) General Aggregate Limit,WGLCndDesignatedConstrProjGenAggLim
WRBGeneralLiabilityLine,Exclusion - Total Liquor Liability,WGLExcTotalLiquorLiability
WRBGeneralLiabilityLine,Designated Person or Organization,WGLCovAIDesigPersonOrOrgainzation
WRBGeneralLiabilityLine,Waiver of Transfer of Rights of Recovery Against Vendors to Us,WGLCndWaiverOfRightsOfRecovery
WRBGeneralLiabilityLine,"Exclusion - Engineers, Architects Or Surveyors Professional Liability",WGLExcEngineerArchitectsLiab
WRBGeneralLiabilityLine,Limitation of Coverage - No Stacking of Limits,WGLCndLimitationOfCoverageNoStackingOfLimits
